scaled_x,scaled_y,scaled_z,U_profile,V_profile,W_profile,P_profile
0.012471357,0.025964845,0.9143515,-0.0029533366,9.991288,-8.36573,0.016947461
0.2927266,0.004672072,0.08051268,-0.0027347477,9.983975,-8.358695,0.020830935
0.008662196,-0.08017289,0.51551974,-0.0028756699,9.982258,-8.356814,0.058035806
-0.014139043,0.53202975,0.104631044,-0.0031813579,10.000082,-8.374593,-0.011072308
0.3966263,0.52933425,0.6442934,-0.0030345032,9.996254,-8.37079,-0.013781783
0.122323066,-0.33134475,0.40606877,-0.0031780535,9.99917,-8.373432,-0.10019046
0.029503388,-0.23064075,0.25176406,-0.0029530646,9.990178,-8.364819,-0.015977511
0.4871725,0.13539714,0.218103,-0.002872237,9.9943905,-8.368984,-0.008797862
0.081669666,0.2921392,0.37705448,-0.002989634,9.986615,-8.361183,0.07114749
-0.041415125,0.027653964,0.5453914,-0.0029011993,9.97602,-8.350549,0.12295212
0.54877883,-0.15120354,0.46730995,-0.0028772214,9.997392,-8.37181,-0.11136725
0.20841041,-0.24830705,0.78633404,-0.0029453887,10.000769,-8.375226,-0.11211934
0.03936517,0.6217976,0.8795706,-0.0027379738,9.999886,-8.3749485,0.06110415
0.52550733,0.75282854,0.47669187,-0.002952163,10.001184,-8.375679,-0.019328877
-0.479725,0.7954978,0.32137805,-0.002812284,10.001328,-8.376264,-0.37756276
-0.66154283,-0.09873745,0.6395665,-0.0032373266,10.003845,-8.378345,0.36439458
-0.2388288,-0.044676475,0.5218825,-0.0027960828,9.985538,-8.360195,0.27319506
-0.056675177,-0.200974,0.36808825,-0.0028417045,9.987445,-8.362164,0.06504318
-0.8368378,-0.38461196,0.03493841,-0.002983925,10.002017,-8.37671,-0.25107118
-0.84863096,-0.43778253,0.5720284,-0.0032636104,10.0016,-8.376175,0.27713612
-0.21819018,-0.6642047,0.8123041,-0.0029000537,10.002186,-8.376755,0.15175143
0.03612666,0.6476071,0.56401867,-0.0029046042,9.999608,-8.374398,0.049935162
0.0060743554,-0.21371728,0.6445759,-0.0029269876,9.995225,-8.369763,-0.020442976
-0.14867473,-0.13421206,0.78759474,-0.0028959224,9.991296,-8.365841,0.09140302
-0.6011017,-0.020677779,0.9967109,-0.0028971722,10.010671,-8.385355,0.35365996
0.49615,-0.6256758,0.9034301,-0.0026586438,10.00218,-8.376692,-0.14055628
0.08375594,-0.27510828,0.39124292,-0.0031013852,9.996588,-8.37099,-0.07260611
-0.80620664,0.07776338,0.36819535,-0.0029024715,10.0040455,-8.378943,-0.26700097
-0.72502244,-0.035175525,0.016496131,-0.002753039,9.999249,-8.373898,-0.3352391
-0.9732129,-0.09856768,0.51216626,-0.0036284989,10.001184,-8.375387,-0.20238806
-0.47620043,-0.69639957,0.5553575,-0.0028149644,10.002354,-8.377043,0.43049282
0.5697055,0.1800542,0.77861387,-0.002810386,9.993447,-8.367937,-0.08315519
0.048388474,0.7688146,0.62693024,-0.0029282598,10.000819,-8.375605,0.039233588
0.17665067,0.24477355,0.8465359,-0.002873647,9.989274,-8.363789,0.0038576778
-0.41427016,-0.80933297,0.07055419,-0.003398667,10.00317,-8.377116,0.24924615
-0.393751,-0.14738472,0.13964741,-0.0035870345,10.017877,-8.392079,0.10322377
-0.24471112,-0.29741532,0.9385731,-0.0027614934,10.001412,-8.3762045,0.08906111
-0.1962445,-0.47813386,0.9080535,-0.0027719392,10.002183,-8.376847,0.06415402
0.35503986,-0.89108336,0.86380947,-0.0031335512,10.001711,-8.375953,-0.09713306
0.11559887,-0.8765475,0.59482276,-0.0027667386,10.001546,-8.37615,-0.024007251
-0.8307613,0.1210744,0.40426943,-0.0029350081,10.0035,-8.378398,-0.2738786
0.5555561,0.31431997,0.13883986,-0.0031238599,9.996923,-8.371278,0.016482571
0.72266805,0.15750726,0.30489862,-0.0028123753,10.001042,-8.375663,-0.019160062
0.11468315,-0.061150063,0.24661484,-0.00276775,9.976875,-8.3515625,0.044580095
-0.15879247,0.03909622,0.080664694,-0.002883817,10.031845,-8.406951,0.19907686
-0.14118631,-0.32627836,0.15166026,-0.0027562073,10.003881,-8.37875,0.17511912
0.51812476,-0.18188529,0.16013885,-0.0030622454,9.997829,-8.372231,-0.07097843
0.4155079,0.7024091,0.14042732,-0.0026209457,10.000266,-8.37482,0.0047497638
